sachtrongnuoc,nhom,theloai,danhsach,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon
Sách Trong Nước,Văn học,Tiểu thuyết,Những Ngày Thơ Ấu (Tái Bản 2019),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_182317.jpg,Những Ngày Thơ Ấu (Tái Bản 2019),Nguyên Hồng,NXB Văn Học,2019,Bìa Mềm,"Những ngày thơ ấu có thể coi là một tác phẩm xuất sắc. Đây là tập hồi ký về tuổi thơ ghi lại những “rung động cực điểm của một linh hồn trẻ dại”.

Cuốn sách bao gồm những phần chính sau:

- Tiếng kèn

- Chúa thương xót chúng con

- Truỵ lạc

- Trong lòng mẹ

- Đêm noel

- Trong đêm đông

- Đồng xu cái

- Sa ngã

- Một bước ngắn.

Trích đoạn

Thầy tôi đã lạnh lùng đứng dậy, đi vào nhà trong mặc bà tôi ngồi kể lể. Tôi nhìn nét mặt thầy tôi thấy sao mà dữ, mà sợ. Chờ thầy tôi khuất hẳn, tôi vội trèo lên giường bà tôi, lay vai bà tôi, rơm rớm nước mắt nói:

- Bà! Bà đừng khóc nữa. Cậu bán nhà này của bà đi rồi cậu làm nhà khác mà.

Một giọng mếu máo đáp:

- Có làm thêm mấy cái đèn bàn nữa đấy! Bố mẹ mày giết tao...Hồng ơi!...

Tôi càng lay mạnh vai bà tôi:

- Cậu con không làm được thì lớn lên con đi học con làm cho bà. Bà nín đi...",34.000 đ,-15%,(11 đánh giá),0
Sách Trong Nước,Văn học,Tuổi Teen,Ngũ Quái Sài Gòn 06 - Truy Tìm Con Trăn Chúa,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974151791_1_3.jpg,Ngũ Quái Sài Gòn 06 - Truy Tìm Con Trăn Chúa,Bùi Chí Vinh,NXB Trẻ,17-Dec,Bìa Mềm,"Ngũ Quái Sài Gòn 06 - Truy Tìm Con Trăn Chúa
Ngũ quái Sài Gòn là bộ sách khá nổi tiếng của tác giả Bùi Chí Vinh ra đời cách đây 20 năm. Nhận vât chính là nhóm 5 học sinh độ tuổi từ 15-16, có nhiều kỹ năng khác nhau, âm thầm giúp lực lượng cảnh sát điều tra, đánh phá được nhiều băng nhóm tội phạm nguy hiểm, làm sáng tỏ nhiều vụ án tưởng như bế tắc.",41.000 đ,-18%,(0 đánh giá),0
Sách Trong Nước,Văn học,Truyện Trinh Thám - Kiếm Hiệp,Hỏa Ngục (Tái Bản 2020),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_31875.jpg,Hỏa Ngục (Tái Bản 2020),Dan Brown,NXB Lao Động,2020,Bìa Cứng,"Thông tin tác giả:

Với việc xuất bản các tiểu thuyết gây chấn động Thiên thần và ác quỷ, Mật mã Da Vinci và Biểu tượng thất truyền, Dan Brown đã trở thành một trong những tác giả ăn khách mang tầm quốc tế với khả năng kết hợp rất liền lạc những mật mã, biểu tượng đan xen nghệ thuật và lịch sử vào các câu chuyện kịch tính đầy cuốn hút, chinh phục hàng trăm triệu độc giả trên khắp thế giới. Giờ đây, qua cuốn tiểu thuyết mới vô cùng ấn tượng mang nhan đề Hỏa ngục, Dan Brown sẽ đưa độc giả đến nước Ý, dẫn dắt họ qua một khung cảnh lấy cảm hứng từ một trong những tác phẩm văn học kinh điển nhất trong lịch sử.

Thông tin tác phẩm:

Giáo sư biểu tượng học của Harvard, Robert Langdon, tỉnh lại trong một bệnh viện vào lúc nửa đêm. Anh hoàn toàn mất phương hướng và đau đầu dữ dội, cũng chẳng nhớ nổi điều gì về quãng thời gian ba mươi sáu tiếng vừa qua, kể cả chuyện làm thế nào anh lại có mặt ở nơi này hay nguồn gốc của thứ đồ kinh khủng mà các bác sĩ phát hiện thấy trong đồ đạc của anh.

Chỉ ít lâu sau, thế giới của Landon trở nên hỗn loạn khi anh phải chạy trốn khỏi  những kẻ lạ mặt ở Florence cùng một nữ bác sĩ trẻ có phần khắc kỷ, Sienna Brooks, người đã vận dụng mưu mẹo khôn khéo để cứu mạng anh. Langdon nhanh chóng nhận ra mình bị mắc kẹt trong chuỗi mật mã do một nhà khoa học xuất chúng sáng tạo nên, một thiên tài mang nỗi ám ảnh về sự diệt vong của thế giới và có đam mê mãnh liệt với một trong những kiệt tác có tầm ảnh hưởng sâu rộng nhất từng được sáng tác: Trường ca Thần khúc của Dante Alighieri.

Trong cuộc hành trình chạy đua những địa danh không nhuốm màu thời gian như cung điện Vecchio, Vườn Boboli và Bảo tàng Duomo, Langdon cùng Brooks đã phát hiện ra một mạng lưới ngõ ngách và những bí mật cổ xưa, cũng như mô hình khoa học mới đáng kinh ngạc sẽ được sử dụng để nâng cao đáng kể chất lượng cuộc sống trên trái đất hoặc để hủy hoại nó.

Trong tác phẩm vô cùng hấp dẫn và kịch tính này, Dan Brown lại một lần nữa “Tự phá kỷ lục của chính mình”. Hỏa ngục thực sự là một cuốn sách vô cùng thú vị, một tiểu thuyết làm say lòng độc giả bằng vẻ đẹp của nghệ thuật, lịch sử và văn học kinh điển Ý, đồng thời cũng đặt ra những câu hỏi nhức nhối về vai trò của khoa học trong tương lai của chúng ta",175.200 đ,-20%,(5 đánh giá),0
Sách Trong Nước,Văn học,Hài Hước - Truyện Cười,101 Truyện Cười Nghề Nghiệp,null,null,null,null,null,null,null,872.200đ,null,null,null
Sách Trong Nước,Văn học,Huyền Bí - Giả Tưởng - Kinh Dị,Người Dẫn Hồn,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_41299.jpg,Người Dẫn Hồn,Claire McFall,NXB Lao Động,2020,Bìa Mềm,"“Lại một ngày nữa, lại một nhiệm vụ khác. Trước mặt cậu, đường ray gỉ sét chạy thăm thẳm, mất hút vào trong lòng đường hầm. Trời nhiều mây và ảm đạm; chút ánh sáng hiếm hoi chiếu le lói lên chiếc cổng vòm bằng đá của đường hầm. Mắt cậu không rời lối vào. Cậu đang chờ đợi, nhưng không mấy vui tươi.”

Cô gái trẻ Dylan qua đời sau tại nạn xe lửa trên sườn đồi ảm đạm. Linh hồn cô phải vượt qua một vùng đất đầy rẫy ma quỷ để tới được thế giới bên kia. Trên con đường ấy, cô gặp Tristan - một người dường như đã đứng đợi mình từ rất lâu. Một hành trình mới mở ra. Phải chăng dù sự sống đã kết thúc, nhưng định mệnh thì chưa?

Với kết cấu chậm rãi, lôi cuốn và hồi hộp, cuốn tiểu thuyết thôi thúc độc giả khám phá hai bí ẩn vĩ đại nhất của loài người: tình yêu và cái chết. Liệu tình yêu có thể vượt qua mọi ranh giới, thay đổi mọi quy luật và đem tới phép màu? Người dẫn hồn sẽ mang tới cho bạn câu trả lời mà bạn đang tìm kiếm.

-----

Tác giả

Claire McFall là nữ nhà văn, giáo viên dạy tiếng Anh sinh năm 1983 người Scotland. Bà bắt đầu viết văn từ khi còn ngồi trên ghế nhà trường. Từ đó, tình yêu với văn chương lớn dần lên trong bà và đem tới cho bà nhiều thành công. Đứa con tinh thần nổi tiếng nhất của bà là bộ sách Ferryman gồm ba cuốn, được dịch ra hơn 15 thứ tiếng, bán ra hơn 3 triệu bản và được hãng phim Legendary Entertainment mua bản quyền chuyển thể.

Một số tiểu thuyết của Claire McFall:

* Series Ferryman:

- Ferryman (Người dẫn hồn) (2013)

- Trespassers (2017)

- Outcasts (2019)

* Bombmaker (2014)

* Black Cairn Point (2015)

-----

Trích đoạn

“Cậu không nên cảm thấy như thế này. Điều này là không thể. Nhưng cậu đã có cảm xúc đó. Và đây là cơ hội duy nhất của cậu, để trải nghiệm thứ mà loài người sống vì nó, chết cũng vì nó.” 

“Trong giấc mơ, Tristan nắm tay cô sánh bước, chậm rãi tiến vào rồi lại ra khỏi tán cây, không đi theo một con đường cố định nào, chỉ vu vơ đi mãi trên những đoạn đường uốn lượn. Da cô dường như bỏng rát ở những nơi cậu chạm vào, nhưng cô không dám rụt ngón tay lại vì sợ cậu buông tay.”

“Nếu cô biết rằng cậu đã lang thang ở đây rất lâu, không học tập, không lớn lên và trải nghiệm như con người, mà chỉ đơn thuần là tồn tại, vậy thì kết nối mỏng manh giữa họ sẽ bị phá vỡ. Cô sẽ coi cậu như một kẻ già nua và xa lạ.”",87.200 đ,-20%,(1 đánh giá),0
Sách Trong Nước,Văn học,Tác Phẩm Kinh Điển,Chiến Tranh Và Hòa Bình (Hộp 2 Cuốn - 2017),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935230008897.jpg,Chiến Tranh Và Hòa Bình (Hộp 2 Cuốn - 2017),Lev Tolstoy,NXB Văn Học,2017,Bìa Cứng,"Chiến Tranh Và Hòa Bình (Hộp 2 Cuốn - 2017)

Bộ sách CHIẾN TRANH VÀ HÒA BÌNH của Đại Văn hào người Nga Lev Tolstoi được xem là một kiệt tác văn chương. Tác phẩm phản ánh một giai đoạn bi tráng của toàn xã hội Nga, từ giới quý tộc đến nông dân.

CHIẾN TRANH VÀ HÒA BÌNH mở đầu với khung cảnh một buổi tiếp tân, nơi có đủ mặt các nhân vật sang trọng của giới quý tộc Nga tại kinh kỳ Sankt-Peterburg. Bên cạnh những câu chuyện thường nhật của giới quý tộc, người ta bắt đầu nhắc đến Hoàng đế Napoléon I và cuộc chiến tranh chống Pháp sắp tới mà Nga sắp tham gia.

Trong số những tân khách hôm ấy có công tước Andrei Bolkonsky - một người trẻ tuổi, đẹp trai, giàu có, có cô vợ Liza xinh đẹp mới cưới và đang chờ đón đứa con đầu lòng. Và một vị khách khác là Pierre người con rơi của lão bá tước Bezoukhov, vừa từ nước ngoài trở về. Tuy khác nhau về tính cách, một người khắc khổ về lý trí, một người hồn nhiên sôi nổi song Andrei và Pierre rất quý mến nhau và đều là những chàng trai trung thực, luôn khát khao đi tìm lẽ sống. Andrei tuy giàu có và thành đạt nhưng chán ghét tất cả nên chàng chuẩn bị nhập ngũ với hy vọng tìm được chỗ đứng của một người đàn ông chân chính nơi chiến trường. Còn Pierre từ nước ngoài trở về nước Nga, tham gia vào các cuộc chơi bời và bị trục xuất khỏi Sankt-Peterburg vì tội du đãng. Pierre trở về cố đô Moskva, nơi cha chàng đang sắp chết. Lão bá tước Bezoukhov rất giàu có, không có con, chỉ có Pierre là đứa con rơi mà ông chưa công nhận…",231.000 đ,-37%,(4 đánh giá),0
Sách Trong Nước,Văn học,"Thơ ca, tục ngữ, ca dao, thành ngữ",Truyện Kiều Chú Giải,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_192177.jpg,Truyện Kiều Chú Giải,"Nguyễn Du, Lê Văn Hòe",NXB Văn Học,2019,Bìa Mềm,"Truyện Kiều chú giải

Tác giả húy là Nguyễn Du 阮 攸, tự là Tố Như 素 如, hiệu là Thanh Hiên 清 軒, biệt hiệu là Hồng Sơn Liệp Hộ 鴻 山 獵 戶 , quán tại làng Tiên Điền, huyện Nghi Xuân, tỉnh Hà Tĩnh, con thứ bảy cụ Hoàng Giáp Xuân Quận Công Nguyễn Nghiễm, làm Tể tướng thời Lê - Trịnh. Cha chú, anh em đều thi đỗ làm quan to, thật là một nhà vọng tộc.

Nguyễn Du sinh năm Ất Dậu, niên hiệu Cảnh Hưng thứ 26 đời Lê (1765), thông minh từ thủa nhỏ, năm 19 tuổi đã đỗ tam trường (cũng như cử nhân) Truyện Kiều nguyên danh do tác giả đặt là Đoạn trường tân thanh. Sau cụ Phạm Quý Thích đem khắc in, đổi tên là Kim Vân Kiều tân truyện.

Hai nhà chú giải Bùi Kỷ và Trần Trọng Kim đổi gọi là Truyện Thúy Kiều; thi sĩ  ản Đà Nguyễn Khắc Hiếu thì đổi tên là Vương Thúy Kiều chú giải tân truyện.

Người ta tán thưởng Truyện Kiều, người ta học tập Truyện Kiều, là tán thưởng và học tập phần văn chương Truyện Kiều. Chính phần văn chương đó đã làm Truyện Kiều bất hủ. Nghĩ vậy, chúng tôi không nề học vấn nông cạn, thì giờ ít ỏi, tài liệu nghèo nàn, đánh bạo chú giải lại Truyện Kiều, hy vọng giúp ích phần nào cho anh em học viên.

Nội dung chú giải gồm mấy điểm chính sau đây:

1. Chú giải những tiếng Nôm khó hiểu.

2. Chú giải ý nghĩa từng câu.

3. Chú giải văn phạm, văn pháp.

4. Chú giải điển cố văn chương, chữ sách Tàu, chữ lấy ở

ca dao tục ngữ.

5. Vạch những chữ tác giả dùng sai.

6. Sửa những chữ in lầm từ trước.

7. Sửa những lời chú giải sai lầm của các bản trước

(Việt, Pháp).

8. Nêu những chỗ hay, dở trong văn lý.

9. Phê bình lướt qua nhân vật trong truyện về mặt luân lý.",112.000 đ,-20%,(0 đánh giá),0
Sách Trong Nước,Văn học,Du Ký,Trường Làng Vẫn Ra Thế Giới,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935235222120.jpg,Trường Làng Vẫn Ra Thế Giới,Đỗ Liên Quang,NXB Hội Nhà Văn,null,Bìa Mềm,"Trường Làng Vẫn Ra Thế Giới
Tôi muốn đi du học để khám phá thế giới rộng lớn bên ngoài, một thế giới to hơn ngôi làng của tôi, to hơn con đường từ nhà tới trường và từ nhà lên rẫy của tôi. Tôi muốn nhìn xa hơn những đồi cà phê xanh ngát...
Như một câu chuyện cổ tích, từ ngôi trường làng huyện Krông Ana trên cao nguyên Đăk Lăk, cậu học sinh lớp 11 đã bước ra thế giới để trở thành một công dân toàn cầu. Với ước mơ điên rồ, niềm tin cháy bỏng và tinh thần không bỏ cuộc, cậu đã chứng minh rằng dù được sinh ra ở bất kỳ đâu, chúng ta cũng có thể làm được những điều to lớn.
Một câu chuyện chân thực, xúc động và đầy rạng rỡ!",81.600 đ,-15%,(2 đánh giá),0
Sách Trong Nước,Văn học,Phóng Sự - Ký Sự - Phê Bình Văn Học,Muôn Màu Lập Luận - Tiếng Việt Giàu Đẹp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_37932.jpg,Muôn Màu Lập Luận - Tiếng Việt Giàu Đẹp,Nguyễn Đức Dân,NXB Trẻ,2020,Bìa Mềm,"Chúng ta lập luận khi tranh luận về những điều khoản trong một văn bản pháp lý, trong một hợp đồng thương mại hay tranh tụng tại tòa án; các đại biểu quốc hội tranh luận khi thông qua hay bác bỏ một đạo luật. Một trong những lý do khiến chúng ta không có nhiều luật sư đủ khả năng tranh tụng tại một tòa án quốc tế, như nhiều người đã nhận xét, là năng lực lập luận còn yếu kém. Tập sách này cung cấp những kiến thức ""nền"" về lập luận với ví dụ minh họa, dẫn chứng sinh động từ những nguồn ngữ liệu có uy tín, sách chuyên ngành ngôn ngữ nhưng nội dung dễ hiểu, những bạn đọc quan tâm ở mọi trình độ có thể dễ dàng tiếp cận và ứng dụng những kiến thức này vào việc học tập, công việc cũng như trong đời sống. Những kiến thức sách cung cấp có tính ứng dụng cao, tạo thói quen và củng cố tư duy phản biện, đặc biệt hữu ích cho học sinh, sinh viên.",93.500 đ,-15%,(0 đánh giá),0
Sách Trong Nước,Văn học,Ngôn Tình,Nhiệt Độ Xã Giao,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/n/h/nhietdoxagiao.jpg,Nhiệt Độ Xã Giao,Carbeeq,NXB Hồng Đức,2020,Bìa Mềm,"Nhiệt Độ Xã Giao
“Này, ông có biết người ta bảo ‘kỳ thị đồng tính tức  gay ngầm’ không?”
“Tôi thấy cũng có lý phết đấy, ông nghĩ sao?”
Tống Viễn Tuần – một gã trai thẳng vừa lạnh lùng vừa đẹp trai nhưng lại kỳ thị đồng tình. Qua lời kể của một người bạn mà trở nên không có thiện cảm với du học sinh trao đổi Phương Chiêu Mộ. Cảm xúc không thích hình thành ngay từ khi chưa gặp mặt và càng rõ ràng hơn đến khi gặp bởi mùi hương quá ngọt trên cơ thể cậu.
Phương Chiêu Mộ - một cậu trai vốn dĩ rất hoạt bát, vui vẻ trong cuộc sống nhưng vì sự ghét bỏ ngầm của Tống Viễn Tuần mà quãng đời sinh viên trao đổi tưởng chừng như đẹp đẽ của cậu hoàn toàn chấm dứt. Trở thành một người khép kín hơn, luôn thui thủi một mình và bị cô lập.
Hai con người tưởng chừng như chẳng có nổi một điểm nào có thể chạm nhau trên cuộc đời của họ thì ông mối – Triệu Hàm vừa trực tiếp lại gián tiếp se duyên cho cả hai qua phần mềm kết bạn. Từ đó Mu – Phương Chiêu Mộ và Andrew – Tống Viễn Tuần với vai diễn là chàng kỹ sư 29 tuổi quen nhau. Chính nhờ có Andrew mà cuộc sống của Phương Chiêu Mộ trở nên tươi sáng, vui vẻ và có mục đích hơn.
Nhưng nếu Mu và Andrew càng ngày càng gần nhau hơn, thân cận nhau hơn bao nhiều thì khoảng cách giữa Phương Chiêu Mộ và Tống Viễn Tuần lại cách xa nhau bấy nhiêu… Sự xa lánh của Phương Chiêu Mộ dành cho Tống Viễn Tuần chính là điều khiến anh không biết phải làm sao để cho Andrew đối mặt với cậu ngoài đời.
“Mộ Mộ,” Tống Viễn Tuần cất tiếng, “em cứ xem tôi là Andrew đi. Nếu có chỗ nào khác thì tôi sẽ thay đổi cho giống.”
 “Những gì hồi trước làm sai, tôi sẽ sửa lại từng chút một. Em thấy không vui thì mắng tôi thế nào cũng được.”
 “Tình cảm của tôi không đáng giá, em cứ mang ra mà dùng, tình cảm của em rất đáng giá, nên em đừng đòi lấy lại.”
Nhiệt độ xã giao – Cuốn sách nhẹ nhàng, dịu dàng nhưng không kém phần thực tế mà ngoài xã hội chúng ta ai cũng từng thấy, trải nghiệm về một cuộc sống nịnh nọt, vụ lợi, cô lập,.. diễn ra hằng ngày. Chỉ là chẳng phải ai cũng đủ may mắn như Phương Chiêu Mộ may mắn có một Tống Viễn Tuần yêu thương mình!",87.200 đ,-20%,(0 đánh giá),0
Sách Trong Nước,Văn học,Huyền Bí - Giả Tưởng - Kinh Dị,Kính Vạn Hoa Chết Chóc (Tập 4),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/i/bia-1_kinhvanhoa_tap-4_mem.jpg,Kính Vạn Hoa Chết Chóc (Tập 4),Tây Tử Tự,NXB Hà Nội,2020,Bìa Mềm,"Con người ai cũng phải chết. Có người chết già, có người chết bất đắc kỳ tử: Bệnh chết, tai nạn chết, bị sát hại, nhảy lầu chết… Liệu họ có còn cơ hội được sống? Có, mười hai cánh cửa được mở ra, mười hai thế giới. Đến với thế giới của cửa, bạn sẽ có cuộc đời mới. Nhưng cái giá phải trả không hề rẻ, thua cuộc là kết thúc cả trong cửa lẫn ngoài đời. Liệu Lâm Thu Thạch – một kiến trúc sư bình thường có vượt qua được không?
“Chỉ có người nắm giữ chìa khóa, mới thoát khỏi cái chết đã định sẵn”…
Đôi nét tác giả
Tây Tử Tử là tác giả nổi tiếng của mạng văn học Tấn Giang. Với bút pháp nhẹ nhàng, uyển chuyển, tình tiết bất ngờ thú vị, các tác phẩm của cô đã chiếm trọn trái tim độc giả.
Một số tác phẩm: Nông trường ảo tưởng (tạm dịch), Ngũ hành của tôi thiếu em (tạm dịch)…",119.200 đ,-20%,(14 đánh giá),0
Sách Trong Nước,Văn học,Ngôn Tình,Này Những Phong Hoa Tuyết Nguyệt - Tặng Kèm Postcard,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/p/h/phong-hoa-tuyet-nguyet---bia1_1.jpg,Này Những Phong Hoa Tuyết Nguyệt - Tặng Kèm Postcard,Công Tử Hoan Hỉ,NXB Hà Nội,2021,Bìa Mềm,"Này Những Phong Hoa Tuyết Nguyệt
Quanh ta người đến người đi, có người thoáng gặp rồi thôi, có người anh em gắn bó, nhưng cuối cùng đều từ biệt cả. Được mấy người ở mãi bên ta, không rời không bỏ, cùng cười nhìn thỏ lặn ác tà? Với cậu và cậu ta, bao tơ vương mười mấy năm qua đều đã âm thầm hòa vào máu thịt, giằng co ràng buộc, từ lâu không còn tách biệt nổi ai là ai. Làm sao bảo cắt đứt là cắt đứt cho được?
…
Câu chuyện của họ, phải kể từ khi còn bập bênh ngựa gỗ, còn hoạnh họe nhau từng tí một trên bàn học i tờ, còn ẩu đả trong hẻm vắng lờ mờ… càng phải kể đến bình yên bên nhau trên xe buýt tinh mơ, cảm xúc nảy nở nơi vườn trường ươm hơi cỏ…
Này những phong hoa tuyết nguyệt… Ý vị như lời cảm thán của họ khi ngoái lại ấu thơ, hoa niên, thành niên, lồng vào khắp tháng ngày họ cùng chiêm nghiệm. Từng khoảnh khắc một, không phải đều yên ả êm đềm, nhưng âm thầm dệt nên tơ mềm buộc chặt. Có tình sẽ tìm thấy nhau, từ đối đầu đến đối diện, từ lặng ngắm đến hòa vào biến động đời người, điều duy nhất ở họ chưa bao giờ đổi thay, chính là cả hai luôn cùng cố gắng.",95.000 đ,null,(0 đánh giá),0
Sách Trong Nước,Văn học,12 Cung Hoàng Đạo,[Bản Đặc Biệt] Huyến Thoại Pháp Sư 12 Chòm Sao - Tập 2 (Tái Bản 2020) - Tặng Kèm 6 Thẻ Bài Horoscope,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a-t_p-2_2_2.jpg,[Bản Đặc Biệt] Huyến Thoại Pháp Sư 12 Chòm Sao - Tập 2 (Tái Bản 2020) - Tặng Kèm 6 Thẻ Bài Horoscope,Thor Aesir,NXB Thế Giới,2020,Bìa Mềm,"[Bản Đặc Biệt] Huyến Thoại Pháp Sư 12 Chòm Sao - Tập 2 (Tái Bản 2020) - Tặng Kèm 6 Thẻ Bài Horoscope
Sự trở lại của trọn bộ “Huyền thoại pháp sư 12 chòm sao” – Bộ sách Fantasy về cung hoàng đạo bán chạy nhất trong thập kỉ qua, từng “làm mưa làm gió” trên khắp các diễn đàn truyện.
Nếu tập 1 chủ yếu mở ra vấn đề, giới thiệu về các tộc người, thế giới pháp thuật và kể về cuộc phiêu lưu của từng nhân vật, thì tập 2 chính là khởi đầu của cốt truyện chính.
Thiên Yết lấn sâu vào con đường lầm lạc, gây ra nhiều biến cố. Cuộc hành trình của các vị thần và pháp sư nhằm bảo vệ trái đất, nhưng nỗ lực phi thường của Ma Kết…
“Nữ ác thần không ngừng tiến lên phía trước, trên đường đi của nàng ta, biết bao công trình kiến trúc bị tàn phá, sinh mạng bị diệt vong. Bất kể là đàn ông, đàn bà hay trẻ nhỏ đều bị chôn sống dưới đống đổ nát, những kẻ chạy thoát đều bị nàng ta phóng sét mà thiêu rụi.”
Bí ẩn, u tối, hào hùng, bi thương nhưng vẫn ẩn chứa nét ấm áp, tươi sáng của tình yêu, tình người, ước mơ, hy vọng của tuổi trẻ. Huyền thoại pháp sư 12 chòm sao từng là truyện dài kì được yêu thích nhất trên Forum Mật ngữ 12 chòm sao, đến giờ vẫn giữ được sự cuốn hút của mình.
Bản đặc biệt tập 2 sẽ được tặng kèm bộ 6 Thẻ bài Horoscope, gồm 6 nhân vật Thiên Bình, Thiên Yết, Nhân Mã, Ma Kết, Bảo Bình, Song Ngư. Thẻ bài Horoscope của Asbooks được thiết kế độc quyền bởi hoạ sĩ Tống Tất Tuệ; kích thước 7x12cm in màu 2 mặt trên giấy bồi cao cấp.",111.200 đ,-20%,(0 đánh giá),0
Sách Trong Nước,Văn học,Ngôn Tình,Cao Thủ “Đổi Đen Thay Trắng” - Tập 2,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/i/bia-1_cao-thu-doi-den-thay-trang_tap-2_mem.jpg,Cao Thủ “Đổi Đen Thay Trắng” - Tập 2,Phong Thư Lưu Ngốc,NXB Hà Nội,2021,Bìa Mềm,"Một hacker tài giỏi bị Chủ Thần chọn trúng, đưa đi làm nhân vật phản diện suốt mấy trăm ngàn kiếp, không kiếp nào là không phải chạy như điên trên con đường tìm đến cái chết, rơi vào kết cục bi thảm.
Khi rốt cuộc thoát khỏi sự khống chế của hệ thống phản diện, hắn quyết định báo thù, đánh bay cặn bã, thay đổi vận mệnh. Dù nội tâm có rữa nát như thế nào đi chăng nữa, thì ngoài mặt, hắn vẫn phải luôn đứng trên chuẩn mực đạo đức cao nhất.
Đôi nét tác giả
Phong Thư Lưu Ngốc
Tác giả văn học mạng Tấn Giang.
Nơi ở: Hồ Nam.
Một số tác phẩm tiêu biều: Cao thủ ""đổi đen thay trắng"", Linh môi (tạm dịch), Hữu Xu (tạm dịch)...",122.180 đ,-18%,(0 đánh giá),0
Sách Trong Nước,Văn học,Tuổi Teen,Chờ Đợi Giọng Nói Của Em,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_79927.jpg,Chờ Đợi Giọng Nói Của Em,Ngũ Mỹ Trân,NXB Văn Học,11-Apr,Bìa Mềm,"Chờ đợi giọng nói của em là những dòng tâm tình chất chứa những hồn nhiên, trong sáng của tuổi học trò. Độc giả sẽ đi lạc vào thế giới của teen để lắng nghe các em giãi bày những câu chuyện đời thường xoay quanh những mối quan hệ gia đình: bố mẹ, anh chị, ông bà: ""Con cưng mười bảy tuổi, Cô bé dại dột"", ""Kí ức của một công chúa"", ""Đứa con nghiện ngập"" và những câu chuyện học đường: ""Nước mắt cậu học trò nghèo"", ""Phút sao nhãng học trò"", ""Cô bé khôn lanh"", v.v...
Cuốn sách như một cứu cánh giúp các em trưởng thành hơn từ những chia sẻ, tâm tình ở phần ""chat room"" sau những bức thư còn vương mùi giấy mực học trò. ""Chờ đợi giọng nói của em"" không chỉ là ""cẩm nang"" cho lứa tuổi học trò mà còn là một cuốn sách đáng để các bậc phụ huynh, thầy cô đọc, nghiên cứu để hiểu thêm về thế giới của các em...",48.720 đ,-16%,(0 đánh giá),0
Sách Trong Nước,Văn học,Phóng Sự - Ký Sự - Phê Bình Văn Học,Thi Nhân Việt Nam (Tái Bản 2016),https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8935095621583_1.jpg,Thi Nhân Việt Nam (Tái Bản 2016),"Hoài Thanh, Hoài Chân",NXB Văn Học,2016,Bìa Mềm,Thi Nhân Việt Nam (Tái Bản 2016),68.880 đ,-16%,(3 đánh giá),0
