ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/u/n/untitled-7_2_17.jpg,Hành Trình Đến Gần Thần Tượng BTS,Fandom Media,NXB Thanh Niên,2018,Bìa Mềm,"Hành Trình Đến Gần Thần Tượng BTS
BTS - nhóm nhạc nam gồm 7 thành viên đến từ Big Hit hiện đang là một hiện tượng không chỉ toàn châu Á mà đã lan rộng ra toàn thế giới.
Thành công mà 7 chàng trai giành được cho đến ngày hôm nay chính là nhờ vào sự nỗ lực, vượt qua mọi khó khăn, đánh đổi bằng mồ hôi, nước mắt thậm chí còn có cả máu để có được vị trí như bây giờ. Họ đã không ngừng cố gắng vươn lên, luôn luôn làm mới hình ảnh và nỗ lực hết mình để cho người hâm mộ luôn được thưởng thức những sản phẩm hoàn hảo và hay nhất.
Giờ đây, mỗi khi nhắc tới BTS hẳn ai cũng sẽ nhớ đến một nhóm nhạc tài năng và đầy triển vọng.
Hành trình đến gần thần tượng giống như một chuyến đi dài với những cảm xúc khó diễn tả thành lời, bạn cũng sẽ luôn khắc ghi trong tim mình, không bao giờ quên được quãng thời gian hạnh phúc ấy.
Hãy để cuốn sách nhỏ này trở thành người bạn đồng hành “đắc lực” trong cuộc hành trình của bạn nhé!",71,20,(7 đánh giá),0,89.000 đ
Tiếng Việt,Hài Hước - Truyện Cười,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_235110.jpg,101 Truyện Cười Tình Yêu,Đức Anh,NXB Dân Trí,2016,Bìa Mềm,"Tình yêu luôn mang đến cho chúng ta những cung bậc khác nhau của cảm xúc: mộ chút giận hờn vu vơ, một chút lãng mạn vừa đủ và không thể thiếu cả những nụ cười.

101 Truyện Cười Tình Yêu sẽ mang đến cho độc giả những giây phút vui vẻ thông qua những câu chuyện hóm hỉnh, hài hước của các cặp đôi.",52,10,(0 đánh giá),0,115.000đ
Tiếng Việt,Tuổi teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786047756247.jpg,Mật Ngữ 12 Chòm Sao (Tái Bản 2019),Asbook,NXB Thế Giới,2019,Bìa Mềm,"Mật Ngữ 12 Chòm Sao (Tái Bản 2019)
“Vòng tròn hoàng đạo” (đường đi của Mặt Trời), tiếng Anh là Horoscope, tiếng Hy Lạp là Zodiac (vòng tròn của các linh vật), là một khái niệm Chiêm tinh học xuất phát từ Babylon cổ đại. Sở dĩ có cái tên “Zodiac” (vòng tròn của các linh vật), vì vùng hoàng đạo (hoàng đới) được chia làm 12 cung, gọi tên bằng 12 chòm sao mà phần lớn những tên này được lấy từ tên động vật.
Theo các nhà Chiêm tinh học, vào mỗi tháng Mặt Trời sẽ đi qua một trong mười hai chòm sao đặc biệt nêu trên. Vì vậy tính cách và vận mệnh của người sinh ra trong khoảng thời gian Mặt Trời đi qua chòm sao nào sẽ bị chòm sao đó ảnh hưởng ít nhiều. Đó chính là cơ sở cho việc xét đoán tính cách con người thông qua “12 cung hoàng đạo” hay “12 chòm sao” như được ghi trong cuốn sách này.
Tìm hiểu về tính cách và vận mệnh con người theo Chiêm tinh cũng như khái niệm về vòng tròn hoàng đạo là một môn khoa học thâm sâu với nhiều mặt phức tạp cần nhiều thời gian cũng như công sức để nghiên cứu. Mật Ngữ 12 Chòm Sao với ý nghĩa “Giải mã ngôn ngữ bí mật 12 chòm sao” không phải là một cuốn sách nghiên cứu chuyên sâu về Chiêm tinh học với đầy đủ các khía cạnh khoa học của nó, mà là cẩm nang tổng hợp và tóm lược các bài phân tích cơ bản về tính cách con người theo 12 cung hoàng đạo từ nhiều nguồn khác nhau dưới dạng ngắn gọn, súc tích và hài hước nhất có thể, từ đó phổ biến khái niệm về cung hoàng đạo rộng rãi hơn đến đại bộ phận giới trẻ.
Rốt cuộc huyền thoại của các chòm sao bắt nguồn từ đâu, những đặc tính nổi bật của từng chòm sao có gì đáng yêu, có gì đáng ghét? Các chòm sao đón chờ điều gì từ bản thân và những người xung quanh? 12 chòm sao sẽ làm gì, sẽ xử lý các tình huống cụ thể thế nào trong cuộc sống, quan niệm về tình yêu, tiền bạc, sức khỏe, thậm chí mức độ thông minh hay ngốc nghếch của các chòm sao có tác động gì đến cuộc sống của bạn hay không?",65,18,(4 đánh giá),0,80.000 đ
Tiếng Việt,Tuổi teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/t/h/th_ng-b_o-ph_t-h_nh-m_o-t_p-1.jpg,Méo - Tập 1 - Tặng Kèm 6 Postcard Nhân Vật,Tiên Sắc Xám,NXB Thế Giới,2020,Bìa Mềm,"MÉO là một thế giới bí ẩn mà loài người chỉ biết qua những câu chuyện kể hay cổ tích gối đầu giường. Một thế giới của phù thủy, ma cà rồng, người lùn…
Chuyện kể rằng, sâu tận trong Khu Rừng Tăm Tối, nơi tòa lâu đài Val’ein tọa lạc có một mụ phù thủy mù với quyền năng tối thượng.
Ngươi cần gì nào?
Hỡi chàng hề nhưng miệng không cười Xử Nữ,
Hỡi quý phu nhân ngạo mạn Thiên Bình – bỏ tất cả tự tôn vì một người duy nhất,
Hay Ngài Biết Tuốt Nhân Mã biết hết thảy mọi thứ trên thế gian rồi còn mong chờ gì vậy,
Hỡi đứa con của Quỷ - kẻ đã phản bội sự kì vọng của thần – Kim Ngưu?
…
Mong muốn của ngươi sẽ luôn thành sự thật, nhưng đổi lại sẽ phải trả một cái giá rất đắt, nhất là người mà ngươi giao dịch là một phù thủy đã bán linh hồn cho quỷ dữ.
“Có vài thứ con người nghĩ rằng mình đã biết rõ ràng, hóa ra chỉ là ảo tưởng được dệt nên để bám víu vào một niềm tin.”
…
[Tiểu thuyết giả tưởng 12 chòm sao] MÉO – Tập 1 được tặng kèm 06 Postcard nhân vật Bạch Dương, Kim Ngưu, cặp sinh đôi Song Tử - Song Ngư, Cự Giải và Sư Tử.",76,20,(3 đánh giá),30751,96.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/a/r/artboard-4.jpg,Những Điều Ở Giữa Chúng Ta Là Gì?,"Linh, T hờ",NXB Văn Học,2019,Bìa Mềm,"Những Điều Ở Giữa Chúng Ta Là Gì?
“Lần đầu tiên mở sách ra, tôi đã tự hỏi tại sao lại có một cuốn sách dễ thương và bình yên đến thế nhỉ. Bài thơ nào cũng có tranh minh họa bên cạnh cute kinh khủng.
“Tôi hỏi lũ sâu xanh
Lá có gì mà thích
Lũ sâu cười khúc khích
Thích – đâu cần lý do?”
“Nếu không giỏi mạnh mẽ
Em cứ yếu đuối đi
Đâu cần cố tỏ vẻ
Tim mình cũng gan lì”
Tôi đã không ngừng được tò mò mà đọc lèo hết cuốn sách chỉ trong một buổi tối, có trang cười khúc khích, có trang mắt lại rơm rớm. Đọc xong, gấp sách lại mà lòng chỉ ước giá sách dày hơn chút nữa có phải là lâu hết không. Cách kể chuyện của tác giả khiến tôi như bị hút vào mà đắm mình vào.
Mỗi trang sách là một câu chuyện giản dị. Về chuyện độc thân, về tình yêu đôi lứa, về chuyện chúng ta ai cũng từng crush một người, rồi chuyện ai cũng yếu đuối ít nhất một lần trong đời. Tác giả kể chuyện chân thật đến mức, ai đọc cũng nghĩ là viết cho mình.
Tôi chắc chắn đây là cuốn sách đặc biệt, đặc biệt tới mức khi đọc, chắc chắn bạn sẽ phải nghẹt thở vì độ đáng yêu mất.
“Những điều ở giữa chúng ta là gì?” – là những điểu nhỏ bé mang tên Tình yêu!
Dành tặng bạn những điều tốt đẹp nhất qua cuốn sách nhỏ siêu đặc biệt tháng 10 của Người Trẻ Việt. Hãy luôn yêu thương bản thân mình để chờ đợi những đặc biệt ở phía trước nha!",67,22,(3 đánh giá),0,86.000 đ
Tiếng Việt,Light Novel,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/t/h/th_-gi_i-otome-game-th_t-kh_c-nghi_t-v_i-nh_n-v_t-qu_n-ch_ng-2.jpg,Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng - Tập 2 - Tặng Kèm Bookmark + Postcard Lịch (22x16cm),Mishima Yomu,NXB Thế Giới,2020,Bìa Mềm,"Thế Giới Otome Game Thật Khắc Nghiệt Với Nhân Vật Quần Chúng (Tập 2)
""Ừ, dĩ nhiên là tôi sẽ chiến đấu. Vì dù sao thì tôi cũng là một quý tộc chân chính. Khác với đám quý tộc rởm các người.""
Trái với kế hoạch của mình, Leon lại được thăng tước. Tuy nhiên, thế giới otome game thiên vị phái nữ này vẫn chẳng hề thay đổi. Cậu vẫn là một nhân vật kém tiếng chiến đấu với đám Vương tử trong học viện. Vì thân phận khác biệt nên Leon vờ như không nhận thấy tình cảm đặc biệt từ phía Livia – nhân vật chính đích thực và Angie – tiểu thư nhà Công tước, vẫn chăm chỉ kiếm tìm đối tượng kết hôn. Thế nhưng, mối quan hệ của ba người bị những học sinh khác chú ý, khiến suy nghĩ của họ dần thay đổi. Mặt khác, Công quốc Fanoss – trùm cuối của game – dần vươn tay tiến vào Vương quốc.",116,20,(5 đánh giá),0,145.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_8528.jpg,Nửa Vòng Trái Đất Uống Một Ly Trà,Di Li,NXB Lao Động,2019,Bìa Mềm,"“Chỉ cần qua dặm trang sách, Di Li đưa người ta từ Việt sang Nhật, từ Osaka tới Kobe, từ ngoài mưa vào trong bếp, cho người ta biết lịch sử ăn thịt của người Nhật, và khoa học hóa tuổi thọ của họ, hầu thỏa mãn trí tò mò của người đọc… Cuối cùng, Di Li mới kể-tả việc ăn thịt bằng mấy giác quan cùng với những kiến thức mờ ảo hư-thực kia, mà vẫn không quên báo giá. Đọc về ẩm thực kiểu này còn thấy “ngon” hơn là đi ăn thật. Đúng là văn du ký của một người chuyên viết chuyện trinh thám!” – Nhờ thơ Đỗ Trung Lai

“Di Li viết tinh tế, bài bản, sâu sắc và hài hước nữa, kể chuyện cứ như chơi. Cái món du ký ẩm thực ấy, nếu không hiểu biết rộng và sâu để mà liên tưởng, để mà so sánh món này món kia, xứ này xứ kia, người này người kia…như kiểu vừa nêm gia vị cho hợp khẩu lại vừa trình bày món ăn cho bắt mắt thị giác thì chỉ là tả lại một món ăn theo một cách rất thô. Nhưng Di Li đã biến nó thành những bữa tiệc tràn đầy ánh sáng và biểu cảm văn hóa, để trở thành một thiên đường lộng lẫy. Viết về cà ri Ấn Độ thì có phải là cà ri nữa đâu, mà đã vượt lên khỏi cà ri, là văn hóa, vượt lên cả văn hóa, nó là những bí ẩn chữa giải mã mà con người luôn thèm khát kiếm tìm” – Nhà thơ Văn Công Hùng

Nửa Vòng Trái Đất Uống Một Ly Trà - Cuốn sách du ký ẩm thực của tác giả Di Li. Với hơn 300 trang sách, Di Li đưa chúng ta chu du và thưởng thức ẩm thực từ vùng đất này đến vùng đất khác, khắp nơi thế giới. Bạn có thể tình cơ bắt gặp những chú bò Kobes hạnh phúc, đỉnh cao ẩm thực tối giản từ món Sushi của người Nhật, đến những món ăn mỹ vị Trung Hoa hay những món ăn từ Địa Trung Hải, Đại Tây Dương...Hơn cả một cuốn sách du ký hay ẩm thực đơn thuần, cuốn sách hai trong một này sẽ đưa bạn từ bất ngờ này đến những bất ngờ khác để rồi bạn phải tự hỏi “phải chăng là mình đã đi vòng quanh thế giới?”.

Trích sách: 

Những chú bò hạnh phúc giữa thành phố Kobe 

Chiều hôm trước tôi đã trải qua một bữa tối tẻ ngắt ở khu Dotonbori, vị trí được đánh dấu năm sao ở Osaka. Dotonbori có nhẽ là khu phố đi bộ sầm uất nhất vùng Kansai. Nó nổi tiếng bởi cây cầu gỗ bắc qua dòng sông lặng lờ. Người Nhật có truyền thống làm cầu gỗ, nên các lái buôn Nhật Bản sang đến Hội An định cư rồi ở lại đấy cũng xây một cây cầu gỗ nhỏ xinh cho du khách ngày nay qua lại. Lúc tôi vừa bước chân qua cầu thì trời đổ cơn mưa nặng hạt, mà tôi không biết rằng mấy ngày sau mưa sẽ muốn nuốt trôi cả thành phố này lẫn Kyoto và Hiroshima. Tôi đành trú tạm dưới chiếc dù trước cửa một nhà hàng và lơ đãng ngó những du khách đang đi thuyền trên sông. Trời mưa trắng xóa lòng nước, và con thuyền lừ đừ chở một đoàn lụp xụp áo mưa đang xuôi dòng, trông như âm binh địa phủ. Dotonbori cũng

là chốn vô vị, ngoài các nhà hàng và Zara, H&M, Mango...giống như một đại thương xá thì không còn gì hấp dẫn. Cơn mưa chẳng có vẻ gì sẽ ngớt và tôi xuống hầm gọi một bát mì Ramen thịt bò giá 1000 yên với lèo tèo vài vụn thịt bò, trong khi sợi mì và nước dùng nhạt nhẽo y như quang cảnh dưới lòng sông. Quán mì Ramen do chủ Trung Quốc sở hữu, hệt hồi đầu năm, tôi ăn món gà xào cay với kim chi trong một nhà hàng của người Hoa ở Gyeongju, Hàn Quốc. Vị nguyên bản của nó đã chẳng lấy gì làm ngon, qua tay đầu bếp Tàu và cách phục vụ của người Tàu còn hành khổ thực khách hơn. Từ bữa mì hôm ấy, cơn thèm thịt bò của tôi bắt đầu trỗi dậy, dù ở nhà tôi là dân ăn kiêng. Người Nhật tuy bị các nhà cải cách ẩm thực phàn nàn rằng ngày càng ngốn nhiều thịt với vô số thống kê cho thấy chỉ số nhập khẩu thịt của Nhật đang tịnh tiến chóng mặt, tuy nhiên đối với người Mỹ thì Nhật, Hàn có vẻ vẫn là những quốc gia “ăn chay”. Lý do ăn ít thịt ở Nhật trở nên dễ lý giải hơn khi tôi điều tra về “văn hóa thịt” của Hàn Quốc (mà tôi cho rằng việc người Hàn ưa ăn thịt chó cũng xuất phát từ lý do thiếu gia súc một cách trầm trọng trong quá khứ, nên họ mới đành chén luôn cả chó nhà). Nhật Bản đã trải qua một đêm trường trung cổ đằng đẵng không được ăn thịt. Trong suốt 1200 năm, kể từ năm 675 sau Công nguyên, Thiên hoàng Tenmu đã ban bố lệnh cấm giết mổ gia súc trên toàn cõi Nhật Bản, trong danh mục cấm bao gồm cả ngựa, chó và khỉ. Các tài liệu lịch sử đều cho rằng Nhật Bản là quốc gia theo Phật giáo và Thần đạo, Thiên hoàng Tenmu lại đặc biệt sùng đạo nên mới bắt dân chúng kiêng thịt. Nhưng tôi lại tin vào những nghiên cứu có lý hơn, ấy là tới thế kỷ thứ VII thì Nhật Bản thiếu đất canh tác trầm trọng tới mức ngay cả rừng cũng bị đốn hạ để làm cánh đồng và nơi chăn thả gia súc. Mà quốc đảo này lúc nào chả thiếu đất. Những hòn đảo đã chật hẹp lại chỉ toàn rừng với núi. Chẳng cần phải chờ đến thế kỷ 21, khi dân số Nhật Bản đã tăng lên hơn 127 triệu người, mà từ thời trung cổ, Nhật còn thiếu cả đất cho gia súc. Có lẽ bí quá mà Tenmu mới cực chẳng đã phải đưa ra quyết định này. Và lệnh cấm thịt trở nên hà khắc hơn cả vào thời kỳ Edo (1603-1867), tới mức người nào bị phát hiện ra vừa ăn thịt sẽ bị cấm túc ăn chay trong vòng 100 ngày. Người nào cả gan ngồi chung bàn với kẻ tội đồ đã từng phạm tội... ăn thịt cũng sẽ bị coi như tòng phạm, cấm túc 21 ngày. Người vô duyên hớ hênh không biết mà ngồi nhậu nhẹt với kẻ từng có bạn phạm tội ăn thịt thì bị phạt 7 ngày. Tất cả nhằm mục đích cô lập kẻ ăn thịt xấu xa. Con dân cả nước vì thế hầu như ăn chay, ngoài cá tôm ngoài biển khơi thì nhất định không được chạm tới thịt. Duy nhất có lính triều đình trong thời kỳ nghĩa vụ quân sự sẽ được phép ăn thịt để lấy sức chiến đấu. Nhưng đến khi giải ngũ về làm dân thì họ phải theo phép vua ăn chay trở lại. Nhiều giai thoại kể về những anh lính cuồng thịt (chắc cũng cuồng đến như chúng tôi mấy ngày trên đất Nhật, Hàn là cùng), là đã quen được nếm thịt trong quân ngũ nên khi trở lại ăn cơm “không người lái” thì thèm thịt không chịu nổi, thành thử lính giải ngũ của Thiên hoàng thi thoảng lại lén lút giết trộm một con vật để đánh chén, bất chấp hôm sau bị bêu ra trước công luận cũng đành.

Những món ăn của nàng Dae Jang Gum

Hồi trước, tôi vốn chết mê chết mệt những món ăn của nàng Dae Jang Gum. Các bữa tiệc hoàng cung do nàng Dae, một siêu đầu bếp, trình diễn thật ngoạn mục, nhìn chỉ muốn chui vào màn ảnh để ăn cùng. Nên bữa ăn sáng đầu tiên ở Seoul, tôi lấy làm háo hức lắm. Người ta cho chúng tôi ăn “lẩu bò”. Sáng mùa thu giá lạnh, vừa lò dò xuống sân bay, lại trong lúc bụng đói, chân run, một bữa lẩu bò trong căn phòng ấm áp thì còn gì bằng. Các quán ăn của người Hàn thường ngồi phản, trước mặt là một chiếc bàn vuông bằng gỗ, nom rất ấm cúng. Đầu tiên người ta bưng cho chúng tôi mỗi bàn một bát Kim chi. Không giống Kim chi chua ngọt dễ chịu như trong các quán cơm ta, Kim chi Hàn Quốc cay và mặn. Mãi sau tôi mới biết cái vị mặn đến váng đầu ấy là để dùng vào việc gì. Kế đó, mỗi người được phục vụ một bát “lẩu bò”, trông giống bát phở, chứ không phải là nồi lẩu như ai cũng nghĩ thế. Thôi không phải lẩu thì phở cũng được, đã đói lắm rồi. Chúng tôi vội vã nhấp một chút nước dùng, song ai nấy đều nhăn nhó mặt mày. Nước dùng có vị ngọt lịm của cốt xương và thịt nhưng nhạt hoét, nó thiếu muối, hay nói đúng hơn là không có chút muối nào. Cả đoàn hơn hai chục con người nháo nhác đi tìm gia vị. Anh So, một nhân viên của công ty đối tác, vội giải thích rằngchúng tôi phải tự pha chế muối, lẩu bò ở Hàn Quốc là thế, mà tốt nhất là cho Kim chi vào ăn kèm. Chúng tôi loay hoay tự pha chế, rồi cuối cùng cũng xong. Nước dùng đã rất ngon, có những lát thịt bò giống thịt bò chín trong phở, cũng ngon, song bên dưới là mỳ chứ không phải bánh phở. Tuy nhiên khi ăn được vài miếng lại thấy có vài hạt cơm bên dưới. Sao thế này? Khuấy lên thấy lõng bõng như cháo. Thôi thì cháo, thôi thì cơm cũng tốt. Ở nhà cơm, cháo, mỳ vẫn chẳng phải là những món quen thuộc hay sao. Sau khi ăn xong (nghĩa là cố lắm chỉ hết một nửa), một người băn khoăn nhìn vào bát “lẩu bò” bảo “Đây là mỳ”. Người khác phản đối “Không phải mỳ, là cháo”. Tức thì một làn sóng tranh cãi nổi lên. Tất cả nhao nhao chia làm hai phe: phe cháo và phe mỳ. Cuối cùng một người kết luận “Không phải cháo, không phải mỳ, mà là mỳ - cháo”. Đúng rồi, mỳ cháo, chúng tôi thở dài, vì nó có cả mỳ lẫn cháo. Sau rốt, khi cả đoàn đã yên vị trên xe, anh So hỏi to “Quý vị ăn lẩu bò có thấy ngon không?” – “Ngon lắm, cảm ơn anh So”, tất cả chúng tôi đồng thanh.

Cá tuyết Đại Tây Dương

Những món ăn nổi tiếng của Bồ Đào Nha chủ yếu là hải sản. Chuyến đi này của tôi, vì thế có thể được đặt tên là “tour hải sản”. Tây Ban Nha, Bồ Đào Nha và Maroc chung một nguồn đánh bắt từ Đại Tây Dương. Tôm cá ngoài sân nhà ta thì ta xài. Dường như dân cư ở ba quốc gia này chỉ việc khom lưng mà vợt cua cá đặt lên mâm. Khắp thành phố Lisbon, đứng từ ngõ ngách nào cũng nhìn ra lấp lánh màu xanh của biển cả. Những dân tộc không có nổi một đường bờ biển như Séc, Áo, Hungary, Slovakia, Iraq, Congo, Zambia, Boswana và cả Lào thì hẳn phải giận lắm ông Trời mà ngồi đó ghen tị. Quốc gia không có biển cũng hiếm. Những cư dân đầu tiên của Trái đất luôn phải bám lấy nước mà sống. Và tổ tiên của người Bồ Đào Nha bây giờ, mà các nhà khảo cổ học tin rằng họ từng vượt biển vào bán đảo từ Bắc Phi, đã vô cùng khôn ngoan khi chọn một vùng đất nhỏ bé mà phân nửa chu vi là đường bờ biển.

Đã đến Lisbon là phải ăn hải sản. Từ quảng trường Comercio đi dọc bãi biển sẽ thấy bạt ngàn nhà hàng với các lan can bằng sắt tuyệt đẹp và tôi đã nhìn thấy một thực đơn rất nhiều hải sản mà giá cả cũng không tới nỗi làm khách hoảng hồn. Một trong những hải sản nổi tiếng nhất của Bồ Đào Nha là cá tuyết, song tôi thấy nó nhạt nhẽo và không thú vị bằng một đĩa salad bạch tuộc. Vùng biển Đại Tây Dương cũng rất nhiều bạch tuộc. Chúng tươi rói và thơm giòn khi có mặt trên đĩa. Chẳng viễn khách nào từ chối nổi một đĩa bạch tuộc hấp dẫn nhường ấy. Khác với bạch tuộc Pulpo a la Gallega ở Madrid chỉ có dầu ô liu, ớt bột và muối hạt, salad bạch tuộc Bồ Đào Nha còn được trộn dầu dấm, hành tây, mùi tây, tỏi tươi và thêm ít quả chua từa tựa móc mật. Này nhá, nếu bạn được ngồi trên chiếc lan can đu mình ra Đại Tây Dương xanh thẳm với những con thuyền neo đậu đàng xa mà thưởng thức salad bạch tuộc béo ngậy, món ăn nằm trong danh mục 7 ẩm thực không thể bỏ qua khi đến Lisbon, thì bạn sẽ chẳng bao giờ còn muốn chê bai thành phố của những nhà hàng hải giỏi nhất thế giới này (rất nhiều người đã chê Lisbon là tẻ nhạt và vô vị), và bạn sẽ thấy đời chỉ sướng đến thế là cùng. Rằng ăn cũng là một thứ khoái lạc, ăn bạch tuộc còn mang lại khoái cảm nhiều hơn nữa, và ăn bạch tuộc giữa xanh ngắt của trời mây nước thì e rằng nỗi cực khoái của con người sẽ thăng hoa gấp vạn lần.",102,15,(2 đánh giá),0,120.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974156567.jpg,Ngũ Quái Sài Gòn 19 - Thị Trấn Dịch Hạch,Bùi Chí Vinh,NXB Trẻ,2018,Bìa Mềm,"Ngũ Quái Sài Gòn - Tập 19: Thị Trấn Dịch Hạch
Ngũ quái tiếp tục giúp sức cho cơ quan điều tra làm sáng tỏ hai vụ án gây nhiều tổn thất và chấn động trong cộng đồng. Tập 19 gồm 2 vụ án: Thị trấn dịch hạch và Vương quốc mẫu giáo.
Ngũ quái Sài Gòn là bộ sách khá nổi tiếng của tác giả Bùi Chí Vinh đã ra đời cách đây 20 năm. Vào thời điểm ra mắt, bộ sách đã được bạn đọc đón nhận nồng nhiệt và đã được chuyển thể thành phim truyền hình 15 tập. Sách và phim đều xoay quanh những vụ án và diễn biến phức tạp của bọn tội phạm đa phần là những thanh thiếu niên sống lang thang và thiếu sự giáo dục của xã hội và gia đình. Trước hiện thực đó, một nhóm 5 thiếu niên đã thành lập nhóm ngũ quái, và bằng những kĩ năng khác nhau, họ âm thầm giúp lực lượng cảnh sát chống phá những băng nhóm tội phạm nguy hiểm. Không sợ nguy hiểm, hành động với mục đích mang lại hòa bình và trật tự cho thành phố là phương châm của nhóm.",42,15,(0 đánh giá),0,50.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_45698.jpg,Số Đỏ - Vũ Trọng Phụng (Tái Bản 2020),Vũ Trọng Phụng,NXB Văn Học,2020,Bìa Mềm,"Văn học Việt Nam thời xưa có nhiều tác phẩm có giá trị to lớn về mặt nhân văn và nghệ thuật, đã được công nhận và chứng thực qua thời gian. Bộ sách Việt Nam danh tác bao gồm loạt tác phẩm đi cùng năm tháng như: Số đỏ (Vũ Trọng Phụng), Việc làng (Ngô Tất Tố), Gió đầu mùa, Hà Nội băm sáu phố phường (Thạch Lam), Miếng ngon Hà Nội (Vũ Bằng), Vang bóng một thời (Nguyễn Tuân). Hy vọng bộ sách sau khi tái bản sẽ giúp đông đảo tầng lớp độc giả thêm hiểu, tự hào và nâng niu kho tàng văn học nước nhà.

Trích đoạn

“- Tôi không muốn lấy cái người ấy, vì nếu tôi lấy hắn, chắc hắn sẽ mọc sừng. Thí dụ một người như ông mà hỏi tôi thì còn nói gì! Đằng này hắn lại nhà quê, không biết yêu vợ như những người văn minh. Buồn lắm anh ạ.

- Tôi phải làm gì?- Phải giả vờ chim tôi..., chúng ta giả vờ chim nhau, mê nhau... Cho hắn bỏ tôi, mình hiểu chưa? Ta giả vờ với nhau thôi mà! Tôi cần mang tiếng hư hỏng lắm mới được.

- Thế sao nữa ạ?

- Anh thì anh cũng phải mang tiếng là làm hại một đời tôi mới xong!”",52,20,(0 đánh giá),0,65.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_189706.jpg,Tôi Bỏ Quên Tôi Ở Nước Anh,Minh Thi,NXB Hội Nhà Văn,2019,Bìa Mềm,"Tôi bỏ quên tôi ở nước Anh của Minh Thi, như một-truyện-tình, mơ màng nhưng thật sống động, của một du học sinh đối với nước Anh, xứ sở dù chia tay nhưng đã nằm trọn trong trái tim cô. Ở đó, bạn sẽ được thưởng ngoạn các nghệ sĩ trổ tài ngay trên các đường phố tấp nập của London, lướt qua các quán rượu để nghe tiếng chuyện trò rôm rả và tiếng chạm cốc leng keng vào giờ tan tầm, hay đôi khi dạo chơi thong thả qua những con phố nép mình giữa hai hàng tường đá rêu phong và vùng thôn quê xanh mơ của thành phố Edinburgh cổ kính. Bạn cũng sẽ biết người Anh nghĩ gì, muốn gì, và cần phải cẩn trọng như thế nào để không bị lố khi nói chuyện với họ. Bằng một lối viết dung dị nhưng lạ lẫm, đan cài cả du ký, hồi ký,  khảo cứu văn hóa và không quên những cẩm nang nho nhỏ về du lịch, Minh Thi không chỉ kể với chúng ta câu chuyện của mình ở nước Anh, mà còn dày công tìm hiểu văn hóa Anh, hiểu thói quen, sở thích của người Anh, để rồi đất nước này hiện lên qua con mắt cô nhiều lúc chân thực đến gai người. Đọc Tôi bỏ quên tôi ở nước Anh, để khó lòng dứt ra khỏi những mẩu chuyện duyên dáng cùng những nhận xét tinh tế, hài hước của cô, về một xứ sở vừa quen vừa lạ…",76,15,(6 đánh giá),0,90.000 đ
